ticket_id,timestamp,equipment_id,product_type,risk_tier,health_score,failure_probability_pct,anomaly_score_pct,diagnosed_failure_mode,root_cause_explanation,recommended_action,urgency_level
TICK-02022,2026-01-03 19:29:00,L51228,L,CRITICAL,1.1,98.9,100.0,PWF - Power Failure,"Mechanical shaft power consumption is 3409.8W, operating outside nominal safe window [3500.0W, 9000.0W]. Indicates severe electrical drive defect or mechanical seizure.","Conduct motor inverter electrical inspection, measure phase resistance, and check power supply voltage.",IMMEDIATE (Halt operation / inspect before restart)
TICK-02023,2026-01-03 19:30:00,L51229,L,WATCH,74.7,0.3,29.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02024,2026-01-03 19:31:00,L51230,L,WATCH,65.3,0.3,40.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02025,2026-01-03 19:33:00,M18912,M,WATCH,73.0,0.3,31.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02026,2026-01-03 19:34:00,M18913,M,CRITICAL,17.2,0.9,97.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02027,2026-01-03 19:35:00,M18914,M,WATCH,59.7,0.3,47.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02028,2026-01-03 19:36:00,L51235,L,WARNING,31.3,1.1,80.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02029,2026-01-03 19:37:00,L51236,L,WATCH,59.2,0.7,48.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02030,2026-01-03 19:38:00,L51237,L,WATCH,60.9,0.5,46.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02031,2026-01-03 19:39:00,M18918,M,WARNING,48.1,0.3,61.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02032,2026-01-03 19:40:00,L51239,L,WATCH,64.7,0.3,41.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02033,2026-01-03 19:41:00,M18920,M,WARNING,46.3,2.3,63.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02034,2026-01-03 19:42:00,L51241,L,WARNING,38.2,1.0,72.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02035,2026-01-03 19:43:00,L51242,L,WATCH,60.4,0.6,46.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02036,2026-01-03 19:44:00,L51243,L,WARNING,37.2,2.1,73.9,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02037,2026-01-03 19:46:00,M18925,M,WATCH,73.4,0.3,31.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02038,2026-01-03 19:47:00,M18926,M,WATCH,69.3,0.2,36.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02039,2026-01-03 19:48:00,L51247,L,WATCH,72.5,1.6,32.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02040,2026-01-03 19:51:00,L51250,L,WATCH,68.9,2.2,36.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02041,2026-01-03 19:52:00,L51251,L,CRITICAL,0.3,99.7,63.2,PWF - Power Failure,"Mechanical shaft power consumption is 9561.6W, operating outside nominal safe window [3500.0W, 9000.0W]. Indicates severe electrical drive defect or mechanical seizure.","Conduct motor inverter electrical inspection, measure phase resistance, and check power supply voltage.",IMMEDIATE (Halt operation / inspect before restart)
TICK-02042,2026-01-03 19:57:00,M18936,M,WATCH,68.8,0.2,36.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02043,2026-01-03 19:59:00,H33492,H,CRITICAL,0.3,99.7,77.1,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.60K (limit < 8.6K) combined with low fan/spindle speed (1294 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02044,2026-01-03 20:00:00,L51259,L,WARNING,43.2,0.2,66.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02045,2026-01-03 20:01:00,L51260,L,CRITICAL,0.4,99.6,63.6,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.40K (limit < 8.6K) combined with low fan/spindle speed (1357 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02046,2026-01-03 20:02:00,L51261,L,CRITICAL,0.4,99.6,69.3,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.40K (limit < 8.6K) combined with low fan/spindle speed (1336 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02047,2026-01-03 20:03:00,L51262,L,WATCH,64.5,0.3,41.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02048,2026-01-03 20:04:00,M18943,M,WATCH,51.2,0.2,57.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02049,2026-01-03 20:05:00,L51264,L,WATCH,74.4,0.3,30.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02050,2026-01-03 20:06:00,H33499,H,WATCH,52.3,0.4,56.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02051,2026-01-03 20:08:00,L51267,L,CRITICAL,1.2,98.8,27.6,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.50K (limit < 8.6K) combined with low fan/spindle speed (1376 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02052,2026-01-03 20:11:00,L51270,L,WARNING,38.2,0.5,72.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02053,2026-01-03 20:13:00,H33506,H,WARNING,44.2,0.6,65.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02054,2026-01-03 20:14:00,M18953,M,WATCH,64.2,0.6,42.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02055,2026-01-03 20:15:00,L51274,L,WATCH,74.5,2.8,30.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02056,2026-01-03 20:16:00,H33509,H,WATCH,65.3,0.3,40.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02057,2026-01-03 20:17:00,L51276,L,CRITICAL,0.6,99.4,46.2,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.50K (limit < 8.6K) combined with low fan/spindle speed (1370 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02058,2026-01-03 20:18:00,L51277,L,WATCH,72.6,0.4,32.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02059,2026-01-03 20:19:00,L51278,L,WATCH,63.7,1.6,42.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02060,2026-01-03 20:20:00,L51279,L,WATCH,69.0,0.4,36.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02061,2026-01-03 20:21:00,L51280,L,WATCH,53.8,1.5,54.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02062,2026-01-03 20:22:00,L51281,L,WARNING,39.8,1.9,70.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02063,2026-01-03 20:23:00,L51282,L,WATCH,63.9,0.7,42.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02064,2026-01-03 20:24:00,L51283,L,WATCH,63.2,0.7,43.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02065,2026-01-03 20:25:00,L51284,L,WATCH,60.0,7.4,47.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02066,2026-01-03 20:27:00,L51286,L,WATCH,67.7,1.9,38.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02067,2026-01-03 20:29:00,L51288,L,WATCH,52.7,2.1,55.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02068,2026-01-03 20:34:00,L51293,L,WATCH,52.3,6.4,56.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02069,2026-01-03 20:35:00,L51294,L,WATCH,71.5,2.5,33.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02070,2026-01-03 20:36:00,H33529,H,WATCH,63.4,13.2,43.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02071,2026-01-03 20:37:00,M18976,M,CRITICAL,10.4,89.6,70.7,TWF - Tool Wear Failure,Cumulative tool wear reached 201 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-02072,2026-01-03 20:38:00,L51297,L,CRITICAL,0.7,99.3,65.5,OSF - Overstrain Failure,Combined mechanical load strain (11363) exceeds type-L stress limit (11000). Heavy torque on worn tooling threatens spindle shaft integrity.,Reduce feed rate and cutting depth immediately; replace tooling assembly and inspect chuck clamp.,IMMEDIATE (Risk of mechanical fracture)
TICK-02073,2026-01-03 20:39:00,L51298,L,WARNING,49.2,0.9,59.8,TWF - Tool Wear Failure,Cumulative tool wear reached 206 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-02074,2026-01-03 20:40:00,L51299,L,CRITICAL,0.4,99.6,58.7,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.60K (limit < 8.6K) combined with low fan/spindle speed (1325 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02075,2026-01-03 20:41:00,M18980,M,CRITICAL,1.0,99.0,63.7,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.60K (limit < 8.6K) combined with low fan/spindle speed (1376 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02076,2026-01-03 20:42:00,M18981,M,CRITICAL,0.4,99.6,70.7,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.60K (limit < 8.6K) combined with low fan/spindle speed (1364 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02077,2026-01-03 20:43:00,L51302,L,WARNING,47.9,0.1,61.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02078,2026-01-03 20:44:00,M18983,M,WARNING,34.7,0.6,76.9,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02079,2026-01-03 20:45:00,L51304,L,WARNING,27.6,11.4,85.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02080,2026-01-03 20:46:00,L51305,L,WARNING,33.1,2.1,78.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02081,2026-01-03 20:47:00,M18986,M,WARNING,35.2,0.2,76.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02082,2026-01-03 20:48:00,H33541,H,WARNING,45.8,1.5,63.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02083,2026-01-03 20:49:00,L51308,L,WARNING,40.2,0.2,70.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02084,2026-01-03 20:50:00,M18989,M,WATCH,50.2,0.0,58.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02085,2026-01-03 20:51:00,L51310,L,CRITICAL,0.4,99.6,81.3,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.50K (limit < 8.6K) combined with low fan/spindle speed (1286 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02086,2026-01-03 20:52:00,L51311,L,WATCH,60.4,0.2,46.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02087,2026-01-03 20:53:00,M18992,M,WATCH,56.2,1.3,51.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02088,2026-01-03 20:54:00,L51313,L,WATCH,69.8,0.2,35.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02089,2026-01-03 20:56:00,M18995,M,WATCH,56.6,0.4,51.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02090,2026-01-03 20:58:00,L51317,L,WATCH,72.2,18.5,32.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02091,2026-01-03 20:59:00,L51318,L,CRITICAL,0.3,99.7,52.4,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.50K (limit < 8.6K) combined with low fan/spindle speed (1311 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02092,2026-01-03 21:01:00,L51320,L,CRITICAL,0.4,99.6,63.6,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.50K (limit < 8.6K) combined with low fan/spindle speed (1331 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02093,2026-01-03 21:05:00,L51324,L,WATCH,75.0,0.2,29.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02094,2026-01-03 21:09:00,L51328,L,WATCH,64.6,0.6,41.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02095,2026-01-03 21:12:00,M19011,M,CRITICAL,0.4,99.6,16.4,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.50K (limit < 8.6K) combined with low fan/spindle speed (1373 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02096,2026-01-03 21:14:00,M19013,M,CRITICAL,0.5,99.5,48.2,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.40K (limit < 8.6K) combined with low fan/spindle speed (1212 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02097,2026-01-03 21:16:00,L51335,L,CRITICAL,0.5,99.5,15.7,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.50K (limit < 8.6K) combined with low fan/spindle speed (1370 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02098,2026-01-03 21:17:00,M19016,M,WATCH,72.6,0.4,32.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02099,2026-01-03 21:18:00,L51337,L,CRITICAL,0.3,99.7,41.8,HDF - Heat Dissipation Failure,Thermal differential between process and ambient is only 8.50K (limit < 8.6K) combined with low fan/spindle speed (1263 RPM). Heat is accumulating rapidly.,"Inspect radiator fins for debris, test coolant circulation pump, and check cooling fan motor.",HIGH (Address within 8-12 hours)
TICK-02100,2026-01-03 21:19:00,L51338,L,WARNING,46.2,1.1,63.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-02101,2026-01-03 21:23:00,L51342,L,WATCH,64.7,0.9,41.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
